NOM DU MUSEE;REF MUSEE;ADR;CP;VILLE;TELEPHONE;FAX;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES;DATE APPELLATION;Date retrait appellation par Haut Conseil;REGION;DEPARTEMENT;coordonnees_finales
Musée Alphonse Daudet;1303801;Avenue des Moulins;13390;FONTVIEILLE;04 90 54 60 78;04 90 54 64 87;http://www.fontvieille-provence.com;A partir du 21 septembre;Ouvert en avril du mardi au vendredi de  14h30 à 17h30, le samedi de 10h à 12h et de 14h30 à 17h30, en mai de 14h30 à 17h30, le week-end de 10h à 12h et de 14h30 à 17h30, en juin du mardi au vendredi de 14h30 à 18h, le week-end de 10h à 12h et de 14h30 à;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.379793,5.678784
Musée Archéologique Municipal;8306101;Salle du Vieux Fréjus Place Calvini;83600;FREJUS;04 94 52 15 78;04 94 53 85 01;http://www.frejus.fr/Musee_Archeologique__155.html;Jours fériés;Ouvert du 15 avril au 14 octobre du mardi au dimanche de 9h30 à 12h30 et de 14h à 18h, du 15 octobre au 14 avril du mardi au dimanche de 9h30 à 12h30 et de 14h à 17h;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;VAR;43.4958707206,6.756116629
Musées Gadagne;6938501;1, Place du Petit Collège;69005;LYON;04 78 42 03 61;04 37 23 60 17;http://www.gadagne.musees.lyon.fr;1er janvier, dimanche de Pâques, 1er mai, 14 juillet et le 25 décembre;Ouvert du mercredi au dimanche de 11h à 18h30;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;RHÔNE;45.763856,4.827749
Musée Barthélemy-Thimonnier;6900601;Place de l'Hôtel de Ville;69550;AMPLEPUIS;04 74 89 08 90;04 74 89 08 90;http://www.graha-museethimonnier.org;Fermé du 9 décembre au 28 février - 1er mai;Ouvert du du 8 mars au 30 juin et du 1er septembre au 8 décembre du mercredi au samedi de 14h à 18h, et en juillet-août tous les jours de 10h30 à 18h30 (dimanche et jours fériés compris);;09/07/2005;;AUVERGNE-RHÔNE-ALPES;RHÔNE;45.972623,4.331458
Musée de l'Histoire du Fer;5427401;1, Avenue du Général de Gaulle B.P. 15;54140;JARVILLE-LA-MALGRANGE;03 83 15 27 70;03 83 53 16 07;http://www.grand-nancy.org;1er janvier, dimanche de Pâques, 1er novembre, 25 décembre;Ouvert lundi, mercredi au vendredi de 14h à 18h, samedi, dimanche et jours fériés de 10h à 12h et de 14h à 18h;;01/02/2003;;GRAND EST;MEURTHE ET MOSELLE;48.6669142212,6.20534540639
Musée du Dessin et de l'Estampe Originale;5927301;Château Arsenal Place Charles Valentin;59820;GRAVELINES;03 28 51 81 00;03 28 51 81 01;http://www.gravelines-musee-estampe.fr;1er mai, le 1er novembre et du 24 décembre au 1er janvier inclus;Ouvert du lundi, mercredi au vendredi de 14h à 17h, le week-end et jours fériés de 15h à 18h du 1er septembre au 30 juin et en juillet-août le lundi, mercredi au vendredi de 14h à 18h, le week-end et jours fériés de 10h à 12h et de 15h à 18h;;01/02/2003;;HAUTS-DE-France;NORD;50.98845491,2.14774710721
Musée-Historial de la Grande Guerre;8062002;Château de Péronne B.P. 20063;80201;PERONNE;03 22 83 14 18;03 22 83 54 18;http://www.historial.org;1er au 15 janvier et 17 au 31 décembre;Ouvert tous les jours de de 9h à 18h du 1er avril au 30 septembre et de 9h30 à 17h du 1er octobre au 31 mars;;01/02/2003;;HAUTS-DE-France;SOMME;
Historial et Mémorial de la Vendée;8512901;;85170;LES LUCS-SUR-BOULOGNE;02 51 47 61 61;02 51 47 61 64;http://www.historial.vendee.fr;25 décembre, 1er janvier;Ouvert du mardi au dimanche de 10h à 19h du 1er avril au 30 juin et en septembre, et en juillet-août tous les jours de 10h à 19h, et du mardi au dimanche de 10h à 18h du 1er octobre au 31 mars;tous les mardi jusqu'à 22h30 en juillet-août;01/02/2003;;PAYS DE LA LOIRE;VENDEE;46.843567,-1.494167
Musée Historique de l'Hydravion;4004601;332, Avenue Louis Breguet;40600;BISCARROSSE;05 58 78 00 65;05 58 78 81 97;http://www.hydravions-biscarrosse.com;Jours fériés;Ouvert dun 1er février au 31 décembre du mardi au dimanche de 14h à 18h et en juillet-août tous les jours de 10h à 19h;;01/02/2003;;NOUVELLE-AQUITAINE;LANDES;44.388887,-1.182563
Musée des Traditions de l'Île;8510601;Place de l'Eglise;85680;LA GUERINIERE;02 51 39 41 39;;http://www.ile-noirmoutier.com/html/activites;Novembre à mars;Ouvert du mardi au samedi du 1er avril au 30 juin et du 1er septembre au 4 novembre de 10h à 12h30 et de 14h30 à 18h et tous les jours en juillet-août de 10h à 12h30 et de 14h30 à 18h30;;01/02/2003;;PAYS DE LA LOIRE;VENDEE;46.96396,-2.21192
Institut du Monde Arabe;7510519;1, Rue des Fossés Saint-Bernard Place Mohammed V;75236;PARIS;01 40 51 38 38;01 43 54 76 45;http://www.imarabe.org;;Ouvert du mardi au jeudi de 10h à 18h, le vendredi de 10h à 21h30, week-end et jours fériés de 10h à 19h;Vendredi jusqu'à 21h30;21/03/2011;;ÎLE-DE-France;PARIS;
Musée de l'Imprimerie et de la Communication Graphique;6912304;13, Rue de la Poulaillerie;69002;LYON;04 37 23 65 34;04 78 38 25 95;http://www.imprimerie-lyon.fr;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du mercredi au dimanche de 10h30 à 18h;;19/07/2005;;AUVERGNE-RHÔNE-ALPES;RHÔNE;45.764219,4.834752
Musée Ingres;8212102;BP 752;82013;MONTAUBAN;05 63 22 12 91;05 63 92 16 99;http://www.ingres.com;1er janvier, 1er mai, 14 juillet, 1er novembre, 25 décembre;Ouvert du 1er novembre au 30 mars du mardi au samedi de 10h à 12h et de 14h à 18h, le dimanche de 14h à 18h, du 1er avril au 31 octobre du mardi au dimanche de 10h à 12h et de 14h à 18h, de  juillet à septembre tous les jours de 10h à 18h;;06/01/2002;;OCCITANIE;TARN-ET-GARONNE;
Musée René Davoine;7110601;32, rue René Davoine;71120;CHAROLLES;03 85 88 36 01;03 85 24 08 20;http://www.institut-charolais.com;;;;01/02/2003;;BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;46.431256,4.273255
Ecomusée Industriel des Forges;5609001;Mail François Giovannelli;56650;INZINZAC-LOCHRIST;02 97 36 98 21;02 97 36 98 22;http://www.inzinzac-lochrist.fr/Ecomusee-des-Forges.6681.0.html;Janvier, février;Ouvert d'avril à octobre. En avril, mai et octobre du lundi au vendredi de 10h à 12h et de 14h à 18h, en juin et septembre du lundi au vendredi de 10h à 12h et de 14h à 18h et le dimanche de 14h à 18h, en juillet-août du lundi au vendredi de 10h à 18h30,;;01/02/2003;;BRETAGNE;MORBIHAN;47.824797,-3.252319
Musée de l'Hospice Saint-Roch;3608801;23, Rue de l'Hospice Saint-Roch B.P. 150;36100;ISSOUDUN;02 54 21 01 76;02 54 21 88 56;http://www.issoudun.fr;1er mai, 1 & 11 novembre, 24 au 26 décembre 31 décembre au 31 Janvier;Ouvert du 1er octobre au 30 décembre et du 1er février au 30 avril du mercredi à dimanche de 10h à 12h et de 14h à 18h,   du 2 mai au 30 juin et septembre lundi et mardi de 14h à 18h et mercredi à dimanche de 10h à 12h et de 14h à 18h, en juillet-août lu;;02/05/2002;;CENTRE-VAL DE LOIRE;INDRE;46.9136389585,1.94621572465
Musée ornithologique Charles-Payraudeau;8504601;4, Rue des Noyers;85310;LA-CHAIZE-LE-VICOMTE;02 51 05 87 84;02 51 05 76 81;http://www.lachaizelevicomte.fr/fr/information/6403/musee-ornithologique-charles-payraudeau;;Ouvert du lundi au jeudi de 8h30 à 13h et de 14h à 17h de janvier à juin, en juillet-août du mercredi au vendredi de 9h à 12h30 et de 14h à 17h, samedi et dimanche de 14h à 18h à partir de septembre du mercredi au vendredi de 9h à 12h30 et de 14h à 17h;;01/02/2003;;PAYS DE LA LOIRE;VENDEE;46.671559,-1.297313
Musée d'Elbeuf;7623101;La Fabrique des Savoirs - LA CREA 7 Cours Gambetta;76500;ELBEUF;02 32 96 30 40;02 32 96 94 68;http://www.la-crea.fr;;Ouvert du mardi au dimanche de 14h à 18h, pour les groupes sur réservation du lundi au samedi de 10h à 12h;;01/02/2003;;NORMANDIE;SEINE-MARITIME;49.3087517455,0.955689730263
Musée de la Diana;4214702;7, Rue Florimont Robertet;42600;MONTBRISON;04 77 96 01 10;04 77 58 89 90;http://www.ladiana.com;;Ouvert les mardis et vendredis de 14h à 17h et les  mercredis et samedis de 9h à 12h et de 14h à 17h;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;LOIRE;45.605503,4.066793
L'Adresse Musée de la Poste;7511504;34, Boulevard de Vaugirard;75731;PARIS;01 42 79 23 36;01 42 79 24 00;http://www.ladressemuseedelaposte.fr;Jours fériés;Ouvert du lundi au samedi de 10h à 18h et le premier jeudi jusqu'à 20h;Premier jeudi du mois jusqu'à 20h;06/01/2002;;ÎLE-DE-France;PARIS;
Musée Matheysin;3826901;Maison Caral Rue du Colonel Escallon;38350;LA MURE;04 76 30 98 15;04 76 30 98 15;http://www.lamure.fr;1er mai;Ouvert du mercredi au lundi de 13h à 18h d'avril à juin et septembre, et en juillet-août de 10h à 12h et de 14h à 18h;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;ISERE;44.9382346863,5.8349163639
Musée archéologique et minéralogique Pierre Borrione;7300601;Maison du Tourisme Vallée 1139 Avenue de Tarentaise - B.P. 55;73212;AIME-EN-TARENTAISE;04 79 55 67 00;04 79 55 60 01;http://www.laplagne-vallée.com;Jours fériés;Ouvert du lundi au samedi en juillet-août de 10h à 12h et de 14h30 à 18h30, le reste de l'année visite guidée sur demande;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;SAVOIE;
Musée de Préhistoire Raymond Touchard;8614001;La Sabline 21, Route de Montmorillon  BP 23 B.P. 23;86320;LUSSAC-LES-CHATEAUX;05 49 83 39 80;05 49 83 39 89;http://www.lussac-les-chateaux.fr;1er janvier, 1er Mai, 8 Mai, 1er et 11 novembre et  25 décembre;Ouvert de janvier à mars, d'octobre à décembre le mercredi et samedi de 10h à 12h et de 14h à 17h, d'avril à juin et septembre mercredi et samedi de 10h à 12h et de 14h à 17h et jeudi, vendredi et dimanche de 14h à 17h, en juillet-août du mardi au dimanch;;24/01/2006;;NOUVELLE-AQUITAINE;VIENNE;46.3927181385,0.726435061295
Conservatoire du Machinisme et des Pratiques Agricoles;2808504;1, rue de la République;28300;CHARTRES-MAINVILLIERS;02 37 84 15 00;02 37 36 55 58;http://www.lecompa.com;1er mai, 1er novembre, 25 décembre;Ouvert du 1er avril au 31 octobre du mardi au vendredi de 9h à 12h30 et de 13h30 à 18h, samedi, dimanche et jours fériés de 14h à 19h et du 2 novembre au 31 mars du mardi au vendredi de 9h à 12h30 et de 13h30 à 18h, samedi, dimanche et jours fériés de 14h;;01/02/2003;;CENTRE-VAL DE LOIRE;EURE ET LOIR;48.446888,1.476576
Musée National de la Légion d'Honneur et des Ordres de Chevalerie;7510706;2, Rue de la Légion d'Honneur;75007;PARIS;01 40 62 84 25;01 40 62 84 96;http://www.legiondhonneur.fr;1er janvier, 1er mai, 15 août, 1er novembre et 25 décembre;Ouvert du mercredi au dimanche de 13h à 18h. Accessible le mardi pour les groupes sur réservation;;06/01/2002;;ÎLE-DE-France;PARIS;48.860433,2.324889
Musée de l'Ardoise;4935301;32, Chemin de la Maraîchère;49800;TRELAZE;02 41 69 04 71;02 41 69 04 71;http://www.lemuseedelardoise.fr;24 décembre au 15 janvier;Ouvert à partir du 16 janvier du mardi au vendredi de 9h à 12h et de 14h à 17h, du 15 février au 30 juin et du 1er septembre au 15 novembre samedi-dimanche et jours fériés de 14h30 à 18h30, en juillet-août du mardi au vendredi de 9h à 12h et de 14h30 à 18;;01/02/2003;;PAYS DE LA LOIRE;MAINE-ET-LOIRE;47.450792,-0.491518
Ecomusée de Saint-Nazaire;4418401;Avenue de Saint-Hubert;44613;SAINT-NAZAIRE;02 51 10 12 06;02 28 54 96 00;http://www.saint-nazaire-tourisme.com;Janvier au 8 février;Ouvert en haute saison de 10h à 19h, en basse et moyenne saisons de 10h à 13h et de 14h à 18h;;01/02/2003;;PAYS DE LA LOIRE;LOIRE-ATLANTIQUE;
Les Abattoirs, Musée d'Art Moderne et Contemporain;3155501;76, allées Charles-de-Fitte;31300;TOULOUSE;05 62 48 58 00;05 62 48 58 01;http://www.lesabattoirs.org;1er janvier, 1er mai et 25 décembre;Ouvert du mercredi au dimanche de 12h à 18h , nocturne le jeudi jusqu'à 20h;Jeudi jusqu'à 20h (hors vacances scolaires et en juin);01/02/2003;;OCCITANIE;HAUTE-GARONNE;43.600686,1.428993
Musées Arts Décoratifs  Mode et du Textile;7510107;107, Rue de Rivoli;75001;PARIS;01 44 55 57 50;01 44 55 57 84;http://www.lesartsdecoratifs.fr/;;Ouvert du mardi au vendredi de 11h à 18h, samedi et dimanche de 10h à 18h, nocturnele jeudi jusqu'à 21h;Jeudi jusqu'à 21h;06/01/2002;;ÎLE-DE-France;PARIS;48.863218,2.3333
Musées des Arts Décoratifs;7510102;107, Rue de Rivoli;75001;PARIS;01 44 55 57 50;01 44 55 57 84;http://www.lesartsdecoratifs.fr/;;Mardi au vendredi de 11h à 18h - samedi et dimanche de 10h à 18h;Jeudi jusqu'à 21 h;06/01/2002;;ÎLE-DE-France;PARIS;48.863218,2.3333
Musée Nissim de Camondo (Les Arts Décoratifs);7510801;63, Rue de Monceau;75008;PARIS;01 53 89 06 50;01 53 89 06 42;http://www.lesartsdecoratifs.fr/;1er janvier, 1er mai, 15 août et 25 décembre;Ouvert du mercredi au dimanche de 10h à 17h30;;06/01/2002;;ÎLE-DE-France;PARIS;48.878849,2.312855
Musée de l'Abbaye de Sainte-Croix;8519401;Rue de Verdun;85100;LES SABLES D'OLONNE;02 51 32 01 16;02 51 32 01 17;http://www.lessablesdolonne.fr;Jours fériés;Ouvert du mardi au dimanche du 15 juin au 30 septembre du mardi au dimanche  de 13h à 19h et du 1er octobre au 14 juin du mardi au dimanche de 14h30 à 17h30;;01/02/2003;;PAYS DE LA LOIRE;VENDEE;46.497541,-1.777258
Musée du Touquet Paris-Plage;6282601;Avenue du Golf;62520;LE TOUQUET-PARIS-PLAGE;03 21 05 62 62;03 21 05 48 70;http://www.letouquet-musee.com/;1er janvier, 1er mai, 25 décembre et autres en fonction de la programmation;Ouvert du mercredi au lundi de 14h à 18h. En juillet-août de 10h à 12h30 et de 14h à 18h30;;01/02/2003;;HAUTS-DE-France;PAS-DE-CALAIS;50.506659,1.602041
Musée Petiet;1120601;Promenade du Tivoli B.P. 88;11304;LIMOUX;04 68 31 85 03;04 68 31 87 11;http://www.limoux.fr/fr/tourisme/musee_petiet.html;Jours fériés;Ouvert hors saison du mardi au vendredi de 14h à 18h30, premier samedi du mois de 9h à 12h et en saison du mercredi au dimanche de 9h30 à 12h30 et de 15 à 19h;;01/02/2003;;OCCITANIE;AUDE;
Château de Saint-Germain de Livet;1458201;;14100;SAINT-GERMAIN DE LIVET;02 31 31 00 03;02 31 31 00 03;http://www.lintercom.fr;1er mai, du 1er décembre au 31 janvier, et du 1er octobre au 15 octobre;Ouvert de début janvier au 31 mars le week-end de 14h à 18h, du 1er avril au 30 juin du mardi au dimanche de 11h à 13h et de 14h à 18h,  en juillet-août tous les jours de 11h à 18h et du 1er septembre au 6 novembre du mardi au dimanche de 11h à 13h et de;;01/02/2003;;NORMANDIE;CALVADOS;49.074299,0.191032
Musée d'Art et d'Histoire de Lisieux;1436601;38, Boulevard Pasteur;14100;LISIEUX;02 31 62 07 70;02 31 62 42 85;http://www.lintercom.fr;1er janvier, 1er mai, 25 décembre;Ouvert du lundi au dimanche de 14h à 18h, et de 13h à 18h en juillet et août;;01/02/2003;;NORMANDIE;CALVADOS;49.144581,0.219329
Pavillon Flaubert;7615701;18, Quai Gustave Flaubert Dieppedalle-Croisset;76380;CANTELEU;02 35 71 28 82;02 35 70 01 56;http://www.litterature-lieux.com/fiche-site-80.htm;Jours fériés sauf lundi de Pentecôtes et lundi de Pâques;Ouvert en mai-juin-septembre du mardi au vendredi sur réservation de 9h à 12h et le samedi et dimanche de 14h à 18h, en juillet-août de 9h à 12h du mercredi au dimanche de 14h à 18h, en février, mars, avril, octobre à novembre du mardi au samedi de 9h à 1;;01/02/2003;;NORMANDIE;SEINE-MARITIME;49.425520648,1.00384964963
Musée des Pénitents Blancs;6321101;Place de l'Eglise;63940;MARSAC-EN-LIVRADOIS;04 73 95 60 08;04 73 95 66 87;http://www.livradois.com/marsac/penitent/index.htm;;Ouvert en Juillet et août tous les jours de 14h30h à 18h30, hors saison sur rendez-vous;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;PUY DE DÔME;45.478841,3.728705
Musée Municipal;9304601;60-62, Avenue du Consul Général Nordling;93190;LIVRY-GARGAN;01 43 88 71 46;01 49 36 94 31;http://www.livry-gargan.fr/contenu/culture-et-loisirs/chateau-de-la-foret;25 décembre et 1er mai et août;Ouvert du mercredi au dimanche de 14h à 17h ou de 14h à 18h selon les saisons;;01/02/2003;;ÎLE-DE-France;SEINE SAINT-DENIS;48.91694,2.532418
Château de la Bastie d'Urfé;4221901;;42130;SAINT-ETIENNE-LE-MOLARD;04 77 97 54 68;04 77 97 77 61;http://www.loire.fr;1er janvier, 24, 25 et 31 décembre;Ouvert d'avril à septembre tous les jours de 10h à 19h, du 16 au 31 mars et du 1er octobre au 30 novembre de 10h à 13h et de 14h à 17h, du 1er décembre au 15 mars les week-end de 10h à 13h et de 14h à 17h (ouvert en semaine pour les groupes);;01/02/2003;;AUVERGNE-RHÔNE-ALPES;LOIRE;45.732044,4.08786
Musée  Départemental Dobrée;4410907;18, Rue Voltaire B.P. 40 415;44004;NANTES;02 40 71 03 50;02 40 73 29 40;http://www.culture.cg44.fr;Jours fériés;Le jardin est ouvert tous les jours de 8h30 à 17h30;;01/09/2002;;PAYS DE LA LOIRE;LOIRE-ATLANTIQUE;
Musée Louis-Philippe du Château d'Eu;7625501;Place d'Orléans;76260;EU;02 35 86 44 00;02 35 50 33 30;http://www.louis-philippe.eu;;Ouvert du 15 mars au dimanche qui suit la Toussaint, de 10h à 12h et de 14h à 18h;1 Nuit des Musées jusqu'à 23h30;01/02/2003;;NORMANDIE;SEINE-MARITIME;50.049089,1.418344
Musée du Louvre;7510106;34, Quai du Louvre;75001;PARIS;01 40 20 50 50;01 40 20 54 52;http://www.louvre.fr/;le 1er janvier, le 1er mai, le 8 mai et le 25 décembre 2007;Ouvert lundi, jeudi, samedi et dimanche de  9h à 18h, mercredi et vendredi de 9h à 22h. Le hall Napoléon est ouvert de 9h à 22h;Mercredi et vendredi jusqu'à 21h45;06/01/2002;;ÎLE-DE-France;PARIS;48.858901,2.341162
Louvre-Lens;6249801;Rue Paul Bert B.P. 11;62301;LENS;;;http://www.louvrelens.fr/;1er mai;Ouvert du mercredi au lundi de 10h à 18h;Ouvert jusqu'à 22h le premier vendredi de chaque mois de septembre à juin;;;HAUTS-DE-France;PAS-DE-CALAIS;
Musée du Pays de Luchon;3104201;18, Allée d'Etigny;31110;BAGNERES-DE-LUCHON;05 61 79 29 87;05 61 79 11 23;http://www.musees-midi-pyrenees.fr;Jours fériés - Novembre;Ouvert du mercredi au lundi de 10h à 12h et de 15h à 18h;;01/02/2003;;OCCITANIE;HAUTE-GARONNE;42.789494,0.592035
Musée de la Tour des Echevins;7031101;36, Rue Victor Genoux;70300;LUXEUIL-LES-BAINS;03 84 40 00 07;;http://www.luxeuil.fr;Novembre à avril;Ouvert de mai à octobre de 14h à 18h du mercredi au lundi;;01/02/2003;;BOURGOGNE-FRANCHE-COMTE;HAUTE-SAONE;47.816836,6.380531
Musée Anne de Beaujeu;319001;5, Place du Colonel Laussedat;3000;MOULINS;04 70 20 48 47;04 70 20 89 31;http://www.mab.allier.fr;1er janvier, 1er mai, 25 décembre;Ouvert de septembre à juin du mardi au samedi de 10h à 12h et de 14h à 18h, dimanches et jours fériés de 14h à 18h. En juillet-août du lundi au samedi de 10h à 12h30 et de 14h à 18h30, dimanches et jours fériés de 14h à 18h30;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;ALLIER;46.56707,3.331218
Musée d'Art Contemporain de Lyon;6938101;Cité Internationale 81, Quai Charles de Gaulle;69463;LYON;04 72 69 17 17;04 72 69 17 00;http://www.mac-lyon.com;1er janvier, 1er mai, 25 décembre;Ouvert du mercredi au vendredi de 11h à 18h, samedi et dimanche de 11h à 19h;de 18h à 20h certains jours de l'année;01/02/2003;;AUVERGNE-RHÔNE-ALPES;RHÔNE;
MAC VAL, Musée d'Art Contemporain du Val-de-Marne;9408101;Place de la Libération CS10022;94400;VITRY SUR SEINE;01 43 91 64 20;01 43 91 64 30;http://www.macval.fr;Les 1er janvier, 1er mai et 25 décembre;Ouvert du mardi au vendredi de 10h à 18h, samedi, dimanche et jours fériés de 12h à 19h;;01/02/2003;;ÎLE-DE-France;VAL DE MARNE;48.7885568869,2.39425728394
Musée d'Art et d'Histoire du Judaïsme;7510303;Hôtel de Saint-Aignan 71, Rue du Temple;75003;PARIS;01 53 01 86 53;01 42 72 97 47;http://www.mahj.org;1er janvier, 1er mai, Roch Hachana, Yom Kippour;Ouvert du lundi au vendredi de 11h à 18h et le dimanche de 10h à 18h. Nocturne jusqu'à 21h le mercredi lors des expositions temporaires et jusqu'à 19h le dimanche et jours fériés. A partir du 1er septembre ouvert du mardi au vendredi de 11h à 18h samedi e;Jusqu'à 21h pendant les expositions temporaires le mercredi;01/02/2003;;ÎLE-DE-France;PARIS;48.8630306677,2.35966713643
Musée du Parlement de Provence et du Vieil Aix;1300102;Hôtel Estienne-de-Saint-Jean 17, Rue Gaston de Saporta;13100;AIX-EN-PROVENCE;04 42 21 43 55;04 42 96 52 76;http://www.mairie-aixenprovence.fr/Musee-du-Vieil-Aix;Jours fériés;Ouvert du mercredi au lundi de 13h30 à 17h du 16 octobre au 15 avril, de 10h à 12h30 et de 13h30 à 17h et du 16 avril au 15 octobre de 10h à 12h30 et de 13h30 à 18h;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.5353485115,5.4345381961
